volcanoNumber;volcanoName;Eruption Number;Eruption Category;Area of Activity;VEI;VEI Modifier;edate;StartYear;Start Year Uncertainty;Start Month;Start Day Modifier;Start Day;Start Day Uncertainty;Evidence Method (dating);End Year;End Year Uncertainty;End Month;End Day Modifier;End Day;End Day Uncertainty;Latitude;Longitude
344020;San Cristobal;22311;Confirmed Eruption;;1;;2019-3-4;2019;;3;;4;;Observations: Reported;2019;;3;;4;;12,702;-87,004
263310;Tengger Caldera;22306;Confirmed Eruption;Bromo;2;;2019-2-18;2019;;2;;18;;Observations: Reported;2019;;7;;28;;-7,942;112,95
233020;Fournaise, Piton de la;22307;Confirmed Eruption;base of E flank of Dolomieu cone, at the foot of Piton Madoré;0;;2019-2-18;2019;;2;;18;;Observations: Seismicity;2019;;3;;10;;-21,244;55,708
300130;Karymsky;22309;Confirmed Eruption;;2;;2019-2-16;2019;;2;;16;;Observations: Reported;2019;;9;;24;;54,049;159,443
345040;Poas;22303;Confirmed Eruption;;2;;2019-2-7;2019;;2;;7;;Observations: Reported;2019;;9;;30;;10,2;-84,233
261080;Sinabung;22316;Confirmed Eruption;;4;;2019-2-6;2019;;2;;6;;Observations: Reported;2019;;6;;9;;3,17;98,392
256010;Tinakula;22313;Confirmed Eruption;Summit vent and NW flank;2;;2018-12-8;2018;;12;<;8;;Observations: Reported;2024;;12;;31;;-10,386;165,804
267020;Karangetang;22294;Confirmed Eruption;Kawah Dua (North Crater, Second Crater);2;;2018-11-25;2018;;11;;25;;Observations: Reported;2021;;1;;30;;2,781;125,407
357040;Planchon-Peteroa;22297;Confirmed Eruption;Peteroa Crater;1;;2018-11-7;2018;;11;<;7;;Observations: Reported;2019;;5;;7;1;-35,223;-70,568
282050;Kuchinoerabujima;22296;Confirmed Eruption;Shindake Crater;3;;2018-10-21;2018;;10;;21;;Observations: Reported;2019;;2;;3;;30,443;130,217
268060;Gamalama;22295;Confirmed Eruption;Summit crater;1;;2018-10-4;2018;;10;;4;;Observations: Reported;2018;;10;;6;;0,81;127,3322
266030;Soputan;22293;Confirmed Eruption;Summit crater;3;;2018-10-2;2018;;10;;2;;Observations: Reported;2018;;12;;16;;1,112;124,737
260010;Barren Island;22292;Confirmed Eruption;Summit crater and NW, SW, and SE flanks;1;;2018-9-25;2018;;9;;25;;Observations: Reported;2022;;1;;30;;12,278;93,858
252120;Ulawun;22286;Confirmed Eruption;Summit crater;2;;2018-9-21;2018;;9;;21;;Observations: Reported;2018;;10;<;12;;-5,05;151,33
290240;Sarychev Peak;22288;Confirmed Eruption;Summit crater;2;;2018-9-8;2018;;9;;8;;Observations: Reported;2018;;10;;15;;48,092;153,2
311060;Semisopochnoi;22289;Confirmed Eruption;North Cone of Mount Cerberus (Mount Young);1;;2018-9-8;2018;;9;;8;;Observations: Reported;2018;;10;;31;;51,93;179,58
312070;Veniaminof;22290;Confirmed Eruption;Intracaldera summit cone and its S flank;1;;2018-9-4;2018;;9;;4;;Observations: Reported;2018;;12;;23;;56,17;-159,38
290390;Alaid;22281;Confirmed Eruption;Summit crater;1;;2018-8-21;2018;;8;;21;;Observations: Satellite (visual);2018;;8;;21;;50,861;155,565
345020;Rincon de la Vieja;22282;Confirmed Eruption;Crater lake;1;;2018-7-28;2018;;7;;28;;Observations: Reported;2019;;6;;11;;10,83;-85,324
284096;Nishinoshima;22280;Confirmed Eruption;Central cone of 2013 island;1;;2018-7-12;2018;;7;;12;;Observations: Reported;2018;;7;<;21;;27,247;140,874
267020;Karangetang;22574;Confirmed Eruption;?Southern Crater;1;;2018-7-4;2018;;7;;4;;Observations: Satellite (visual);2018;;7;;4;;2,781;125,407
233005;Mayotte;22337;Confirmed Eruption;About 50 km E of the eastern tip of Mayotte Island;0;;2018-7-3;2018;;7;;3;;Observations: Seismicity;2019;;8;;20;;-12,83;45,17
353050;Negra, Sierra;22279;Confirmed Eruption;Summit crater and NNW flank, Volcan Chico fissure vent;2;;2018-6-26;2018;;6;;26;;Observations: Reported;2018;;8;;23;;-0,83;-91,17
344040;Telica;22277;Confirmed Eruption;Southern crater;1;;2018-6-21;2018;;6;;21;;Observations: Reported;2018;;8;;15;;12,606;-86,84
262000;Krakatau;22275;Confirmed Eruption;Anak Krakatau;3;;2018-6-18;2018;;6;;18;;Observations: Reported;2020;;4;;17;;-6,1009;105,4233
353010;Fernandina;22278;Confirmed Eruption;Radial fissure on NNE flank;1;;2018-6-16;2018;;6;;16;;Observations: Reported;2018;;6;;21;;-0,37;-91,55
311120;Great Sitkin;22276;Confirmed Eruption;Summit crater;1;;2018-6-10;2018;;6;;10;;Observations: Reported;2018;;8;;11;;52,076;-176,13
352090;Sangay;22283;Confirmed Eruption;Central summit crater;2;;2018-6-8;2018;;6;?;8;;Observations: Reported;2018;;12;;17;;-2,005;-78,341
252120;Ulawun;22285;Confirmed Eruption;Summit crater;1;;2018-6-8;2018;;6;;8;;Observations: Reported;2018;;6;;8;;-5,05;151,33
345040;Poas;22599;Confirmed Eruption;Summit crater;;;2018-5-25;2018;;5;;25;;Observations: Reported;2018;;5;;25;;10,2;-84,233
263250;Merapi;22264;Confirmed Eruption;Summit crater;3;;2018-5-11;2018;;5;;11;;Observations: Reported;2020;;6;;21;;-7,54;110,446
251020;Manam;22578;Confirmed Eruption;Southern and Main Craters;4;;2018-5-10;2018;;5;;10;10;Observations: Satellite (infrared);2025;;5;;2;;-4,08;145,037
261140;Marapi;22262;Confirmed Eruption;Verbeek Crater;2;;2018-4-27;2018;;4;;27;;Observations: Reported;2018;;5;;2;;-0,38;100,474
344020;San Cristobal;22266;Confirmed Eruption;Summit crater;1;;2018-4-22;2018;;4;;22;;Observations: Reported;2018;;4;;22;;12,702;-87,004
261170;Kerinci;22274;Confirmed Eruption;Summit crater;1;;2018-4-21;2018;;4;;21;;Observations: Reported;2021;;6;;13;;-1,697;101,264
223020;Nyamulagira;22315;Confirmed Eruption;Summit caldera;0;;2018-4-14;2018;;4;;14;;Observations: Reported;2025;;5;;2;;-1,408;29,2
233020;Fournaise, Piton de la;22261;Confirmed Eruption;N side of Enclos Fouque, just below the rampart at the Nez Coupé de Sainte Rose ;0;;2018-4-3;2018;;4;;3;;Observations: Seismicity;2018;;11;;1;;-21,244;55,708
263200;Dieng Volcanic Complex;22263;Confirmed Eruption;Sileri Crater;1;;2018-4-1;2018;;4;;1;;Observations: Reported;2018;;4;;1;;-7,2;109,879
282090;Kirishimayama;22257;Confirmed Eruption;Shinmoedake;3;;2018-3-1;2018;;3;;1;;Observations: Reported;2018;;6;;22;5;31,934;130,862
352090;Sangay;22259;Confirmed Eruption;Summit crater;1;;2018-2-25;2018;;2;;25;;Observations: Reported;2018;;2;;25;;-2,005;-78,341
267020;Karangetang;22256;Confirmed Eruption;?North Summit Crater;1;;2018-2-2;2018;;2;;2;;Observations: Reported;2018;;2;;2;;2,781;125,407
283120;Kusatsu-Shiranesan;22258;Confirmed Eruption;Motoshiranesan;1;;2018-1-23;2018;;1;;23;;Observations: Reported;2018;;1;;23;;36,618;138,528
343100;San Miguel;22251;Confirmed Eruption;Summit crater;1;;2018-1-14;2018;;1;;14;;Observations: Reported;2018;;3;;4;4;13,434;-88,269
273030;Mayon;22250;Confirmed Eruption;Summit crater;2;;2018-1-13;2018;;1;;13;;Observations: Reported;2019;;10;;12;;13,257;123,685
251002;Kadovar;22246;Confirmed Eruption;Summit and SE flank;2;;2018-1-5;2018;;1;;5;;Observations: Reported;2023;;5;;14;;-3,608;144,588
272020;Kanlaon;22249;Confirmed Eruption;Lugud crater;2;;2017-12-9;2017;;12;;9;;Observations: Reported;2017;;12;;9;;10,4096;123,13
264020;Agung;22241;Confirmed Eruption;Summit crater;3;;2017-11-21;2017;;11;;21;;Observations: Reported;2019;;6;;13;;-8,343;115,508
261230;Dempo;22248;Confirmed Eruption;Summit crater;1;;2017-11-9;2017;;11;;9;;Observations: Reported;2017;;11;;9;;-4,016;103,121
256010;Tinakula;22239;Confirmed Eruption;Summit crater;3;;2017-10-21;2017;;10;;21;;Observations: Reported;2017;;10;;26;;-10,386;165,804
290240;Sarychev Peak;22308;Confirmed Eruption;Summit crater and NW flank;2;;2017-10-12;2017;;10;?;12;;Observations: Reported;2017;;11;?;13;;48,092;153,2
282090;Kirishimayama;22242;Confirmed Eruption;Shinmoedake;2;;2017-10-11;2017;;10;;11;;Observations: Reported;2017;;10;;17;;31,934;130,862
257030;Ambae;22240;Confirmed Eruption;Pyroclastic cone in Lake Voui;3;;2017-9-6;2017;;9;;6;;Observations: Reported;2018;;10;?;30;;-15,389;167,835
353010;Fernandina;22245;Confirmed Eruption;SSW caldera rim and La Cumbre crater;2;;2017-9-4;2017;;9;;4;;Observations: Reported;2017;;9;;8;1;-0,37;-91,55
344020;San Cristobal;22252;Confirmed Eruption;Summit crater;3;;2017-8-18;2017;;8;;18;;Observations: Reported;2017;;11;;11;;12,702;-87,004
261170;Kerinci;22273;Confirmed Eruption;Summit crater;1;;2017-8-13;2017;;8;;13;;Observations: Reported;2017;;8;;13;;-1,697;101,264
352090;Sangay;22231;Confirmed Eruption;Summit crater;2;;2017-7-20;2017;;7;;20;;Observations: Reported;2017;;10;;19;;-2,005;-78,341
233020;Fournaise, Piton de la;22224;Confirmed Eruption;750 m E of the Kala-Pélé peak, 850 m W of Château Fort, and 2.2 km NE of Piton de Bert;0;;2017-7-14;2017;;7;;14;;Observations: Seismicity;2017;;8;;28;;-21,244;55,708
252120;Ulawun;22225;Confirmed Eruption;Summit crater;1;;2017-6-11;2017;;6;;11;;Observations: Reported;2017;;11;;3;;-5,05;151,33
263300;Semeru;22513;Confirmed Eruption;Jonggring Seloko;4;;2017-6-6;2017;;6;;6;;Observations: Satellite (infrared);2025;;5;;2;;-8,108;112,922
273010;Bulusan;22229;Confirmed Eruption;SE Flank Crater area;1;;2017-6-5;2017;;6;;5;;Observations: Reported;2017;;6;;5;;12,769;124,056
300130;Karymsky;22230;Confirmed Eruption;Summit crater;3;;2017-6-4;2017;;6;;4;;Observations: Reported;2018;;9;;30;;54,049;159,443
261140;Marapi;22226;Confirmed Eruption;Verbeek Crater;1;;2017-6-4;2017;;6;;4;;Observations: Reported;2017;;6;;4;;-0,38;100,474
357090;Copahue;22232;Confirmed Eruption;El Agrio Crater;1;;2017-6-4;2017;;6;;4;;Observations: Reported;2018;;12;;7;;-37,856;-71,183
345020;Rincon de la Vieja;22208;Confirmed Eruption;Crater lake;1;;2017-5-23;2017;;5;;23;;Observations: Reported;2018;;3;;15;3;10,83;-85,324
263200;Dieng Volcanic Complex;22227;Confirmed Eruption;Sileri Crater;1;;2017-4-30;2017;;4;;30;;Observations: Reported;2017;;7;;2;;-7,2;109,879
360160;Kick 'em Jenny;22260;Confirmed Eruption;;0;;2017-4-29;2017;;4;;29;;Observations: Hydrophonic;2017;;4;;29;;12,3;-61,64
284096;Nishinoshima;22207;Confirmed Eruption;Central cone of 2013 island;2;;2017-4-18;2017;;4;;18;1;Observations: Reported;2017;;8;;17;6;27,247;140,874
345040;Poas;22209;Confirmed Eruption;Laguna Caliente Crater;1;;2017-4-12;2017;;4;;12;;Observations: Reported;2017;;11;;6;;10,2;-84,233
222120;Lengai, Ol Doinyo;22284;Confirmed Eruption;North Crater;0;;2017-4-9;2017;;4;;9;;Observations: Reported;2025;;4;;29;;-2,764;35,914
282080;Aira;22203;Confirmed Eruption;Minamidake summit crater;2;;2017-3-25;2017;;3;;25;;Observations: Reported;2025;;5;;2;;31,5772;130,6589
300010;Kambalny;22198;Confirmed Eruption;Summit crater;3;;2017-3-24;2017;;3;;24;;Observations: Reported;2017;;4;;23;;51,306;156,875
264050;Sangeang Api;22228;Confirmed Eruption;Summit crater, Doro Api cone;2;;2017-2-25;2017;;2;;25;;Observations: Reported;2020;;6;;10;;-8,2;119,07
344020;San Cristobal;22269;Confirmed Eruption;Summit crater;1;;2017-2-18;2017;;2;;18;;Observations: Reported;2017;;4;;19;;12,702;-87,004
262000;Krakatau;22188;Confirmed Eruption;Summit crater;1;;2017-2-17;2017;;2;;17;;Observations: Reported;2017;;2;;19;;-6,1009;105,4233
233020;Fournaise, Piton de la;22184;Confirmed Eruption;1 km SE of Château Fort and about 2.5 km ENE of Piton de Bert;0;;2017-1-31;2017;;1;;31;;Observations: Seismicity;2017;;2;;27;;-21,244;55,708
243030;Unnamed;22185;Confirmed Eruption;Submarine;0;;2017-1-23;2017;;1;;23;;Observations: Reported;2017;;1;;31;;-20,852;-175,55
260010;Barren Island;22187;Confirmed Eruption;Main cone, summit crater;1;;2017-1-15;2017;;1;;15;;Observations: Reported;2017;;3;;24;;12,278;93,858
343100;San Miguel;22192;Confirmed Eruption;Summit crater;1;;2017-1-7;2017;;1;;7;;Observations: Reported;2017;;1;;7;;13,434;-88,269
311300;Bogoslof;22182;Confirmed Eruption;Central vent, just below sea level;3;;2016-12-20;2016;;12;;20;;Observations: Reported;2017;;8;;30;;53,93;-168,03
300250;Bezymianny;22496;Confirmed Eruption;Summit crater;3;;2016-12-5;2016;;12;;5;;Observations: Reported;2021;;2;;1;15;55,972;160,595
290260;Chirinkotan;22175;Confirmed Eruption;Summit crater;3;;2016-11-29;2016;;11;;29;;Observations: Reported;2017;;4;;7;;48,98;153,48
223020;Nyamulagira;22202;Confirmed Eruption;Summit crater;0;;2016-11-27;2016;;11;;27;;Observations: Reported;2017;;5;;2;;-1,408;29,2
300120;Zhupanovsky;22177;Confirmed Eruption;Priemysh Crater;2;;2016-11-20;2016;;11;;20;;Observations: Reported;2016;;11;;20;;53,589;159,15
261170;Kerinci;22172;Confirmed Eruption;Summit crater;1;;2016-11-15;2016;;11;;15;;Observations: Reported;2016;;11;;21;;-1,697;101,264
354006;Sabancaya;22158;Confirmed Eruption;Sabancaya crater;3;;2016-11-6;2016;;11;;6;;Observations: Reported;2025;;5;;2;;-15,787;-71,857
290380;Ebeko;22176;Confirmed Eruption;Sredniy Crater (middle part) and Severny Crater (N part);2;;2016-10-20;2016;;10;;20;;Observations: Reported;2021;;11;;9;;50,686;156,014
252120;Ulawun;22171;Confirmed Eruption;Summit crater;1;;2016-10-11;2016;;10;;11;;Observations: Reported;2016;;11;;18;;-5,05;151,33
282110;Asosan;22174;Confirmed Eruption;Nakadake Crater;3;;2016-10-7;2016;;10;;7;;Observations: Reported;2016;;11;;12;;32,8849;131,085
300130;Karymsky;22178;Confirmed Eruption;Summit crater;2;;2016-10-5;2016;;10;;5;;Observations: Reported;2016;;10;;8;;54,049;159,443
222120;Lengai, Ol Doinyo;22305;Confirmed Eruption;North Crater;0;;2016-9-21;2016;;9;<;21;;Observations: Reported;2016;;10;>;13;;-2,764;35,914
354020;Ubinas;22181;Confirmed Eruption;Summit crater;2;;2016-9-13;2016;;9;;13;;Observations: Reported;2017;;3;;2;;-16,345;-70,8972
241040;Whakaari/White Island;22147;Confirmed Eruption;2012 lava dome;1;;2016-9-13;2016;;9;;13;;Observations: Reported;2016;;9;;14;;-37,52;177,18
233020;Fournaise, Piton de la;22145;Confirmed Eruption;N part of l'Enclos Fouqué caldera, between Puy Mi-côte and July 2015 eruption site;0;;2016-9-11;2016;;9;;11;;Observations: Seismicity;2016;;9;;18;;-21,244;55,708
284120;Ioto;22519;Confirmed Eruption;Asodai Sinkhole;1;;2016-8-31;2016;;8;;31;;Observations: Reported;2016;;9;;1;;24,751;141,289
268060;Gamalama;22150;Confirmed Eruption;Summit crater;1;;2016-8-3;2016;;8;;3;;Observations: Reported;2016;;8;;4;;0,81;127,3322
264030;Rinjani;22149;Confirmed Eruption;Barujari Crater;2;;2016-8-1;2016;;8;;1;;Observations: Reported;2016;;9;;27;;-8,42;116,47
290360;Chikurachki;22153;Confirmed Eruption;Summit crater;2;;2016-7-27;2016;;7;;27;;Observations: Reported;2016;;8;;30;;50,324;155,461
343100;San Miguel;22154;Confirmed Eruption;Summit crater;1;;2016-6-18;2016;;6;;18;;Observations: Reported;2016;;6;;18;;13,434;-88,269
273010;Bulusan;22151;Confirmed Eruption;Upper SE flank and summit vent;2;;2016-6-10;2016;;6;;10;;Observations: Reported;2016;;12;;29;;12,769;124,056
345040;Poas;22156;Confirmed Eruption;Lake in summit crater;1;;2016-6-5;2016;;6;;5;;Observations: Reported;2016;;8;;16;;10,2;-84,233
233020;Fournaise, Piton de la;22144;Confirmed Eruption;1-1.5 km SE of Castle crater;0;;2016-5-26;2016;;5;;26;;Observations: Seismicity;2016;;5;;27;;-21,244;55,708
241040;Whakaari/White Island;22121;Confirmed Eruption;1978/90 Crater Complex;1;;2016-4-27;2016;;4;;27;;Observations: Reported;2016;;4;;27;;-37,52;177,18
390080;Bristol Island;22133;Confirmed Eruption;Main crater, Mt. Sourabaya;1;;2016-4-24;2016;;4;;24;;Observations: Reported;2016;;7;;26;;-59,017;-26,533
344020;San Cristobal;22130;Confirmed Eruption;Summit crater;2;;2016-4-22;2016;;4;;22;;Observations: Reported;2016;;4;;22;;12,702;-87,004
311240;Cleveland;22128;Confirmed Eruption;Summit crater;2;;2016-4-16;2016;;4;;16;;Observations: Reported;2019;;1;;20;4;52,825;-169,944
261170;Kerinci;22125;Confirmed Eruption;Summit crater;2;;2016-3-31;2016;;3;;31;;Observations: Reported;2016;;6;;9;;-1,697;101,264
390130;Zavodovski;22159;Confirmed Eruption;Summit crater;1;;2016-3-30;2016;;3;;30;;Observations: Reported;2016;;6;;15;15;-56,3;-27,57
290360;Chikurachki;22127;Confirmed Eruption;Summit crater;2;;2016-3-29;2016;;3;;29;;Observations: Reported;2016;;3;;31;;50,324;155,461
312030;Pavlof;22129;Confirmed Eruption;Summit crater;2;;2016-3-27;2016;;3;;27;;Observations: Reported;2016;;7;;30;;55,417;-161,894
352090;Sangay;22237;Confirmed Eruption;Summit crater;2;;2016-3-17;2016;;3;;17;2;Observations: Satellite (infrared);2016;;11;;17;;-2,005;-78,341
273010;Bulusan;22114;Confirmed Eruption;Summit crater;2;;2016-2-22;2016;;2;;22;;Observations: Reported;2016;;2;;22;;12,769;124,056
343100;San Miguel;22117;Confirmed Eruption;Summit crater;1;;2016-1-12;2016;;1;;12;;Observations: Reported;2016;;1;;18;;13,434;-88,269
357070;Chillan, Nevados de;22119;Confirmed Eruption;Nicanor crater;2;;2016-1-8;2016;;1;;8;;Observations: Reported;2022;;10;;17;;-36,868;-71,378
266030;Soputan;22105;Confirmed Eruption;Puncak Crater;3;;2016-1-2;2016;;1;;2;;Observations: Reported;2016;;2;;7;;1,112;124,737
344090;Momotombo;22107;Confirmed Eruption;Summit crater and NW flank;2;;2015-12-1;2015;;12;;1;;Observations: Reported;2016;;4;;7;;12,423;-86,539
300120;Zhupanovsky;22514;Confirmed Eruption;Priemysh Crater;3;;2015-11-28;2015;;11;;28;;Observations: Reported;2016;;3;;25;;53,589;159,15
272020;Kanlaon;22106;Confirmed Eruption;Lugud crater;2;;2015-11-24;2015;;11;;24;;Observations: Reported;2016;;6;;18;;10,4096;123,13
261140;Marapi;22111;Confirmed Eruption;Verbeek Crater;1;;2015-11-14;2015;;11;;14;;Observations: Reported;2015;;11;;14;;-0,38;100,474
263310;Tengger Caldera;22103;Confirmed Eruption;Bromo cone;2;;2015-11-12;2015;;11;;12;;Observations: Reported;2016;;11;;12;;-7,942;112,95
355100;Lascar;22110;Confirmed Eruption;Summit craters;2;;2015-10-30;2015;;10;;30;;Observations: Reported;2017;;4;;2;1;-23,37;-67,73
264030;Rinjani;22104;Confirmed Eruption;Barujari crater;2;;2015-10-25;2015;;10;;25;;Observations: Reported;2015;;12;;24;;-8,42;116,47
252010;Langila;22123;Confirmed Eruption;Crater 2;2;;2015-10-22;2015;;10;?;22;;Observations: Reported;2025;;5;;2;;-5,525;148,42
344100;Masaya;22108;Confirmed Eruption;Santiago crater;1;;2015-10-3;2015;;10;;3;;Observations: Reported;2025;;5;;2;;11,9844;-86,1688
243060;Tofua;22370;Confirmed Eruption;Lofia crater;0;;2015-10-2;2015;;10;;2;;Observations: Reported;2025;;4;;26;;-19,75;-175,07
290390;Alaid;21096;Confirmed Eruption;Summit crater;1;;2015-9-29;2015;;9;;29;;Observations: Reported;2016;;8;;11;;50,861;155,565
344040;Telica;21097;Confirmed Eruption;Telica crater;2;;2015-9-23;2015;;9;;23;;Observations: Reported;2016;;5;;11;;12,606;-86,84
357090;Copahue;21098;Confirmed Eruption;Agrio Crater;2;;2015-9-18;2015;;9;;18;3;Observations: Reported;2017;;2;;22;;-37,856;-71,183
266100;Lokon-Empung;21093;Confirmed Eruption;Tompaluan;2;;2015-8-30;2015;;8;;30;;Observations: Reported;2015;;9;;28;1;1,3644;124,7992
300260;Klyuchevskoy;21095;Confirmed Eruption;Summit crater;3;;2015-8-28;2015;;8;;28;;Observations: Reported;2018;;7;;14;;56,056;160,642
352050;Cotopaxi;21088;Confirmed Eruption;Summit crater;2;;2015-8-14;2015;;8;;14;;Observations: Reported;2016;;1;;24;;-0,677;-78,436
343100;San Miguel;22233;Confirmed Eruption;Summit crater;1;;2015-8-13;2015;;8;;13;;Observations: Reported;2015;;8;;13;;13,434;-88,269
284120;Ioto;22517;Confirmed Eruption;Kianohana Beach (N part of the island);1;;2015-8-7;2015;;8;;7;;Observations: Reported;2015;;8;;7;;24,751;141,289
360160;Kick 'em Jenny;21090;Confirmed Eruption;Submarine;0;;2015-7-23;2015;;7;;23;;Observations: Reported;2015;;7;;24;;12,3;-61,64
268060;Gamalama;21087;Confirmed Eruption;Summit crater;2;;2015-7-16;2015;;7;;16;;Observations: Reported;2015;;9;;8;;0,81;127,3322
264270;Sirung;21086;Confirmed Eruption;vents within the caldera;1;;2015-7-7;2015;;7;;7;;Observations: Reported;2015;;7;;8;;-8,4972;124,1306
283020;Hakoneyama;21080;Confirmed Eruption;Owakudani hot springs, 1 km N of Kamiyama dome;1;;2015-6-29;2015;;6;;29;;Observations: Reported;2015;;7;;1;;35,233;139,021
222120;Lengai, Ol Doinyo;22304;Confirmed Eruption;North Crater;0;;2015-6-20;2015;;6;<;20;;Observations: Reported;2015;;8;>;24;;-2,764;35,914
283110;Asamayama;21081;Confirmed Eruption;Summit crater;1;;2015-6-16;2015;;6;;16;;Observations: Reported;2015;;6;;19;;36,406;138,523
345020;Rincon de la Vieja;22132;Confirmed Eruption;Crater lake;1;;2015-6-16;2015;;6;;16;;Observations: Reported;2016;;5;;1;;10,83;-85,324
342110;Pacaya;22157;Confirmed Eruption;MacKenney Crater;1;;2015-6-7;2015;;6;;7;1;Observations: Reported;2021;;8;;13;;14,382;-90,601
282050;Kuchinoerabujima;21073;Confirmed Eruption;Shindake crater;3;;2015-5-29;2015;;5;;29;;Observations: Reported;2015;;6;;19;;30,443;130,217
353020;Wolf;21075;Confirmed Eruption;a fissure on the SE edge of the caldera, on the NE, E, and SE flanks, and within the summit caldera;4;;2015-5-25;2015;;5;;25;;Observations: Reported;2015;;7;;16;;0,02;-91,35
266100;Lokon-Empung;21071;Confirmed Eruption;Tompaluan;1;;2015-5-20;2015;;5;;20;;Observations: Reported;2015;;5;;27;;1,3644;124,7992
233020;Fournaise, Piton de la;22472;Confirmed Eruption;SE of Dolomieu cone, in the Castle crater area;0;;2015-5-17;2015;;5;;17;;Observations: Seismicity;2015;;10;;31;;-21,244;55,708
344040;Telica;21074;Confirmed Eruption;Telica crater;2;;2015-5-7;2015;;5;;7;;Observations: Reported;2015;;5;;28;;12,606;-86,84
273010;Bulusan;21072;Confirmed Eruption;Summit crater;2;;2015-5-1;2015;;5;;1;;Observations: Reported;2015;;7;;17;;12,769;124,056
331021;Axial Seamount;21092;Confirmed Eruption;NE flank;0;;2015-4-23;2015;;4;;23;;Observations: Seismicity;2015;;5;;24;1;45,95;-130
358020;Calbuco;21076;Confirmed Eruption;Summit crater;4;;2015-4-22;2015;;4;;22;;Observations: Reported;2015;;5;;26;;-41,33;-72,618
260010;Barren Island;22512;Confirmed Eruption;Main cone;2;;2015-3-17;2015;;3;;17;;Observations: Satellite (infrared);2016;;5;;17;1;12,278;93,858
345070;Turrialba;20998;Confirmed Eruption;Cráter Central, Cráter Oeste;3;;2015-3-8;2015;;3;;8;;Observations: Reported;2019;;12;;7;;10,025;-83,767
